card_id,card_id_aa,name_eng,name_jap,AA,rarity,level,shop,p_20201219,p_20201226,p_20210104,p_20210109,p_20210116,p_20210124,p_20210130,p_20210206,p_20210214,p_20210221,p_20210225,p_20210227,p_20210307
BT2-041,BT2-041B,ShineGreymon,シャイングレイモン,True,SR,6,yuyutei,0.0,0.0,0.0,2480.0,2480.0,2480.0,2980.0,2980.0,2980.0,3480.0,0.0,3480,3480
BT2-042,BT2-042,Argomon ,アルゴモン,False,C,3,bigweb,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100
BT2-042,BT2-042,Argomon ,アルゴモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-043,BT2-043,Agumon,アグモン,False,C,3,bigweb,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100
BT2-043,BT2-043,Agumon,アグモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-044,BT2-044,Tyrannomon,ティラノモン,False,C,4,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT2-044,BT2-044,Tyrannomon,ティラノモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-045,BT2-045,Argomon ,アルゴモン,False,U,4,bigweb,120.0,120.0,120.0,0.0,0.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150
BT2-045,BT2-045,Argomon ,アルゴモン,False,U,4,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-046,BT2-046,MetalTyrannomon,メタルティラノモン,False,R,5,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-046,BT2-046,MetalTyrannomon,メタルティラノモン,False,R,5,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-047,BT2-047,Argomon ,アルゴモン,False,C,5,bigweb,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100
BT2-047,BT2-047,Argomon ,アルゴモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-048,BT2-048,Cherrymon,ジュレイモン,False,U,5,bigweb,120.0,120.0,120.0,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,120,120
BT2-048,BT2-048,Cherrymon,ジュレイモン,False,U,5,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-049,BT2-049,Puppetmon,ピノッキモン,False,R,6,bigweb,150.0,0.0,280.0,0.0,0.0,200.0,200.0,220.0,220.0,220.0,220.0,200,200
BT2-049,BT2-049B,Puppetmon,ピノッキモン,True,R,6,bigweb,1480.0,1480.0,1480.0,0.0,0.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0,1980
BT2-049,BT2-049,Puppetmon,ピノッキモン,False,R,6,yuyutei,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,300.0,300.0,0.0,300,300
BT2-049,BT2-049B,Puppetmon,ピノッキモン,True,R,6,yuyutei,0.0,0.0,0.0,1280.0,1280.0,1280.0,1980.0,1980.0,1980.0,1980.0,0.0,1980,1980
BT2-050,BT2-050,Argomon ,アルゴモン,False,U,6,bigweb,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100
BT2-050,BT2-050,Argomon ,アルゴモン,False,U,6,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT2-051,BT2-051,RustTyrannomon,ラストティラノモン,False,SR,6,bigweb,180.0,180.0,180.0,0.0,0.0,200.0,200.0,200.0,0.0,300.0,300.0,300,280
BT2-051,BT2-051,RustTyrannomon,ラストティラノモン,False,SR,6,yuyutei,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,300,300
BT2-052,BT2-052,Hagurumon,ハグルモン,False,C,3,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT2-052,BT2-052,Hagurumon,ハグルモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-053,BT2-053,Keramon,ケラモン,False,R,3,bigweb,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,150,200
BT2-053,BT2-053,Keramon,ケラモン,False,R,3,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,200
BT2-054,BT2-054,Gotsumon,ゴツモン,False,U,3,bigweb,200.0,150.0,150.0,0.0,0.0,150.0,0.0,180.0,180.0,180.0,180.0,180,120
BT2-054,BT2-054,Gotsumon,ゴツモン,False,U,3,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-055,BT2-055,ToyAgumon,トイアグモン,False,C,3,bigweb,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100
BT2-055,BT2-055,ToyAgumon,トイアグモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-056,BT2-056,Numemon,ヌメモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-056,BT2-056,Numemon,ヌメモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-057,BT2-057,Greymon,グレイモン,False,C,4,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-057,BT2-057,Greymon,グレイモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-058,BT2-058,Guardromon,ガードロモン,False,C,4,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT2-058,BT2-058,Guardromon,ガードロモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-059,BT2-059,Kurisarimon,クリサリモン,False,U,4,bigweb,80.0,80.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,200
BT2-059,BT2-059,Kurisarimon,クリサリモン,False,U,4,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT2-060,BT2-060,Megadramon,メガドラモン,False,U,5,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT2-060,BT2-060,Megadramon,メガドラモン,False,U,5,yuyutei,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,30,30
BT2-061,BT2-061,Andromon,アンドロモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT2-061,BT2-061,Andromon,アンドロモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-062,BT2-062,Infermon,インフェルモン,False,R,5,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,150,150
BT2-062,BT2-062,Infermon,インフェルモン,False,R,5,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,200
BT2-063,BT2-063,MetalGreymon,メタルグレイモン,False,C,5,bigweb,100.0,100.0,100.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-063,BT2-063,MetalGreymon,メタルグレイモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-064,BT2-064,HiAndromon,ハイアンドロモン,False,U,6,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-064,BT2-064,HiAndromon,ハイアンドロモン,False,U,6,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT2-065,BT2-065,WarGreymon,ウォーグレイモン,False,SR,6,bigweb,480.0,480.0,480.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,500.0,500,480
BT2-065,BT2-065B,WarGreymon,ウォーグレイモン,True,SR,6,bigweb,1380.0,1280.0,1280.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,2000.0,2000,1500
BT2-065,BT2-065,WarGreymon,ウォーグレイモン,False,SR,6,yuyutei,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500,500
BT2-065,BT2-065B,WarGreymon,ウォーグレイモン,True,SR,6,yuyutei,0.0,0.0,0.0,1780.0,1780.0,1780.0,1980.0,1980.0,1980.0,1980.0,0.0,1980,1980
BT2-066,BT2-066,Machinedramon,ムゲンドラモン,False,SR,6,bigweb,480.0,480.0,480.0,0.0,0.0,380.0,380.0,380.0,380.0,380.0,300.0,300,280
BT2-066,BT2-066B,Machinedramon,ムゲンドラモン,True,SR,6,bigweb,1200.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1480.0,0.0,0,1480
BT2-066,BT2-066,Machinedramon,ムゲンドラモン,False,SR,6,yuyutei,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500,500
BT2-066,BT2-066B,Machinedramon,ムゲンドラモン,True,SR,6,yuyutei,0.0,0.0,0.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,0.0,1480,1480
BT2-067,BT2-067,DemiDevimon,ピコデビモン,False,U,3,bigweb,200.0,200.0,150.0,0.0,0.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150
BT2-067,BT2-067,DemiDevimon,ピコデビモン,False,U,3,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT2-068,BT2-068,Impmon,インプモン,False,C,3,bigweb,100.0,100.0,100.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-068,BT2-068,Impmon,インプモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-069,BT2-069,Gabumon,ガブモン,False,C,3,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-069,BT2-069,Gabumon,ガブモン,False,C,3,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-070,BT2-070,Tapirmon,バクモン,False,U,3,bigweb,280.0,280.0,280.0,0.0,0.0,280.0,280.0,0.0,300.0,300.0,300.0,300,400
BT2-070,BT2-070,Tapirmon,バクモン,False,U,3,yuyutei,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,300.0,0.0,300,300
BT2-071,BT2-071,Wizardmon,ウィザーモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-071,BT2-071,Wizardmon,ウィザーモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-072,BT2-072,Vilemon,イビルモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,50.0,50.0,50.0,50,50
BT2-072,BT2-072,Vilemon,イビルモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-073,BT2-073,Garurumon,ガルルモン,False,C,4,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-073,BT2-073,Garurumon,ガルルモン,False,C,4,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-074,BT2-074,Devimon,デビモン,False,U,4,bigweb,300.0,0.0,300.0,0.0,0.0,350.0,350.0,0.0,350.0,300.0,300.0,300,400
BT2-074,BT2-074,Devimon,デビモン,False,U,4,yuyutei,0.0,0.0,0.0,200.0,200.0,200.0,200.0,300.0,300.0,300.0,0.0,300,300
BT2-075,BT2-075,Myotismon,ヴァンデモン,False,U,5,bigweb,100.0,100.0,80.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT2-075,BT2-075,Myotismon,ヴァンデモン,False,U,5,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT2-076,BT2-076,Pumpkinmon,パンプモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-076,BT2-076,Pumpkinmon,パンプモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-077,BT2-077,Kimeramon,キメラモン,False,R,5,bigweb,280.0,280.0,280.0,0.0,0.0,250.0,250.0,0.0,250.0,250.0,250.0,250,250
BT2-077,BT2-077,Kimeramon,キメラモン,False,R,5,yuyutei,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,300,300
BT2-078,BT2-078,WereGarurumon,ワーガルルモン,False,C,5,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-078,BT2-078,WereGarurumon,ワーガルルモン,False,C,5,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-079,BT2-079,VenomMyotismon,ヴェノムヴァンデモン,False,R,6,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT2-079,BT2-079,VenomMyotismon,ヴェノムヴァンデモン,False,R,6,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-080,BT2-080,Piedmon,ピエモン,False,SR,6,bigweb,300.0,300.0,380.0,0.0,0.0,380.0,380.0,380.0,380.0,380.0,380.0,380,380
BT2-080,BT2-080B,Piedmon,ピエモン,True,SR,6,bigweb,1200.0,1200.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1280.0,1280.0,1280,1280
BT2-080,BT2-080,Piedmon,ピエモン,False,SR,6,yuyutei,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,500,500
BT2-080,BT2-080B,Piedmon,ピエモン,True,SR,6,yuyutei,0.0,0.0,0.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,0.0,1280,1280
BT2-081,BT2-081,MetalGarurumon,メタルガルルモン,False,SR,6,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,250.0,250.0,200,180
BT2-081,BT2-081B,MetalGarurumon,メタルガルルモン,True,SR,6,bigweb,780.0,780.0,780.0,0.0,0.0,980.0,980.0,0.0,0.0,0.0,0.0,0,980
BT2-081,BT2-081,MetalGarurumon,メタルガルルモン,False,SR,6,yuyutei,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,300,300
BT2-081,BT2-081B,MetalGarurumon,メタルガルルモン,True,SR,6,yuyutei,0.0,0.0,0.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,0.0,980,980
BT2-082,BT2-082,Diaboromon,ディアボロモン,False,SR,6,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,0.0,480.0,480.0,480.0,480,480
BT2-082,BT2-082B,Diaboromon,ディアボロモン,True,SR,6,bigweb,780.0,780.0,780.0,0.0,0.0,680.0,680.0,0.0,0.0,1800.0,0.0,1980,1800
BT2-082,BT2-082,Diaboromon,ディアボロモン,False,SR,6,yuyutei,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,500.0,500.0,0.0,500,500
BT2-082,BT2-082B,Diaboromon,ディアボロモン,True,SR,6,yuyutei,0.0,0.0,0.0,980.0,980.0,980.0,1280.0,1280.0,1480.0,1780.0,0.0,1780,1780
BT2-083,BT2-083,Millenniummon,ミレニアモン,False,SR,6,bigweb,1580.0,0.0,1800.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1480.0,1480.0,1200,900
BT2-083,BT2-083,Millenniummon,ミレニアモン,False,SR,7,yuyutei,0.0,0.0,0.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,0.0,1480,1480
BT2-084,BT2-084,Sora Takenouchi,武之内空,False,R,0,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT2-084,BT2-084B,Sora Takenouchi,武之内空,True,R,0,bigweb,80.0,80.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,200.0,200.0,200,150
BT2-084,BT2-084,Sora Takenouchi,武之内空,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-084,BT2-084B,Sora Takenouchi,武之内空,True,R,0,yuyutei,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,200,200
BT2-085,BT2-085,Joe Kido,城戸丈,False,R,0,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT2-085,BT2-085B,Joe Kido,城戸丈,True,R,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,0.0,0.0,200.0,200.0,200,200
BT2-085,BT2-085,Joe Kido,城戸丈,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-085,BT2-085B,Joe Kido,城戸丈,True,R,0,yuyutei,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,200,200
BT2-086,BT2-086,Rina Shinomiya,四ノ宮リナ,False,R,0,bigweb,120.0,120.0,120.0,0.0,0.0,120.0,120.0,120.0,120.0,120.0,100.0,100,100
BT2-086,BT2-086,Rina Shinomiya,四ノ宮リナ,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-087,BT2-087,Hikari Yagami,八神ヒカリ,False,R,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-087,BT2-087B,Hikari Yagami,八神ヒカリ,True,R,0,bigweb,280.0,280.0,280.0,0.0,0.0,280.0,280.0,0.0,0.0,400.0,400.0,400,400
BT2-087,BT2-087,Hikari Yagami,八神ヒカリ,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-087,BT2-087B,Hikari Yagami,八神ヒカリ,True,R,0,yuyutei,0.0,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,400,400
BT2-088,BT2-088,Taiga,タイガ,False,R,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-088,BT2-088,Taiga,タイガ,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-089,BT2-089,Taichi Yagami,八神太一,False,R,0,bigweb,150.0,180.0,180.0,0.0,0.0,180.0,180.0,180.0,180.0,180.0,180.0,180,150
BT2-089,BT2-089B,Taichi Yagami,八神太一,True,R,0,bigweb,250.0,250.0,250.0,0.0,0.0,250.0,0.0,0.0,0.0,380.0,380.0,380,250
BT2-089,BT2-089,Taichi Yagami,八神太一,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,200.0,200.0,0.0,200,200
BT2-089,BT2-089B,Taichi Yagami,八神太一,True,R,0,yuyutei,0.0,0.0,0.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,0.0,400,400
BT2-090,BT2-090,Yamato Ishida,石田ヤマト,False,R,0,bigweb,150.0,150.0,150.0,0.0,0.0,180.0,180.0,180.0,180.0,180.0,180.0,180,280
BT2-090,BT2-090B,Yamato Ishida,石田ヤマト,True,R,0,bigweb,300.0,300.0,300.0,0.0,0.0,300.0,0.0,0.0,0.0,350.0,350.0,350,350
BT2-090,BT2-090,Yamato Ishida,石田ヤマト,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,200.0,200.0,0.0,200,200
BT2-090,BT2-090B,Yamato Ishida,石田ヤマト,True,R,0,yuyutei,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,300,400
BT2-091,BT2-091,Volcanic Flare,ヴォルケニック・フレア,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-091,BT2-091,Volcanic Flare,ヴォルケニック・フレア,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-092,BT2-092,Radiation Blade,ダブルエッジ,False,U,0,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT2-092,BT2-092,Radiation Blade,ダブルエッジ,False,U,0,yuyutei,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,30,30
BT2-093,BT2-093,Shield of the Just,ファイナル・エリシオン,False,R,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-093,BT2-093,Shield of the Just,ファイナル・エリシオン,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-094,BT2-094,Arctic Blizzard,アークティックブリザード,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-094,BT2-094,Arctic Blizzard,アークティックブリザード,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-095,BT2-095,River of Power,アルティメットストリーム,False,U,0,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT2-095,BT2-095,River of Power,アルティメットストリーム,False,U,0,yuyutei,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,30,30
BT2-096,BT2-096,The Ray of Victory,シャイニングVフォース,False,U,0,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT2-096,BT2-096,The Ray of Victory,シャイニングVフォース,False,U,0,yuyutei,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,30,30
BT2-097,BT2-097,Lightning Paw,ネコパンチ,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-097,BT2-097,Lightning Paw,ネコパンチ,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-098,BT2-098,Eden's Javelin,エデンズジャベリン,False,U,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-098,BT2-098,Eden's Javelin,エデンズジャベリン,False,U,0,yuyutei,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,30,30
BT2-099,BT2-099,Glorious Burst,グロリアスバースト,False,R,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-099,BT2-099,Glorious Burst,グロリアスバースト,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-100,BT2-100,Puppet Pummel,ブリットハンマー,False,U,0,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT2-100,BT2-100,Puppet Pummel,ブリットハンマー,False,U,0,bigweb,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30
BT2-100,BT2-100,Puppet Pummel,ブリットハンマー,False,U,0,yuyutei,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,30,30
BT2-101,BT2-101,Cherry Blast,チェリーボム,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-101,BT2-101,Cherry Blast,チェリーボム,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-102,BT2-102,Terror's Cluster,テラーズクラスター,False,R,0,bigweb,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50
BT2-102,BT2-102,Terror's Cluster,テラーズクラスター,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-103,BT2-103,Lightning Blade,スパイラルソード,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-103,BT2-103,Lightning Blade,スパイラルソード,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-104,BT2-104,Atomic Ray,アトミック・レイ,False,C,0,bigweb,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20,20
BT2-104,BT2-104,Atomic Ray,アトミック・レイ,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
BT2-105,BT2-105,Spider Shooter,ヘルズグレネード,False,U,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-105,BT2-105,Spider Shooter,ヘルズグレネード,False,U,0,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT2-106,BT2-106,Giga Cannon,∞キャノン,False,R,0,bigweb,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80
BT2-106,BT2-106,Giga Cannon,∞キャノン,False,R,0,yuyutei,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100,100
BT2-107,BT2-107,Darkness Claw,ダークネスクロウ,False,U,0,bigweb,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100
BT2-107,BT2-107,Darkness Claw,ダークネスクロウ,False,U,0,yuyutei,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50,50
BT2-108,BT2-108,Grisly Wing,ナイトレイド,False,C,0,bigweb,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60,60
BT2-108,BT2-108,Grisly Wing,ナイトレイド,False,C,0,yuyutei,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20,20
